snapped_at,price,market_cap,total_volume
2022-09-20 00:00:00 UTC,5.376216955028664,321372069.8055634,968331.8427695454
2022-09-21 00:00:00 UTC,4.845758717205445,290498699.5516106,165015.34933151514
2022-09-22 00:00:00 UTC,4.665217977946155,279783985.27484095,1037028.8746221671
2022-09-23 00:00:00 UTC,5.049449307056831,303624172.8402487,984855.9747977677
2022-09-24 00:00:00 UTC,4.799807318129341,291669260.2132731,1389620.583669112
2022-09-25 00:00:00 UTC,4.6716369025457105,281090091.9486449,1120531.5539497642
2022-09-26 00:00:00 UTC,4.549908518605579,273980371.2688186,1335437.418959267
2022-09-27 00:00:00 UTC,4.37559436312238,263968377.92287043,1314652.6016058633
2022-09-28 00:00:00 UTC,4.314316777454134,259743464.97540995,637843.1974146281
2022-09-29 00:00:00 UTC,4.107345516349735,248808532.6333865,958921.1533566448
2022-09-30 00:00:00 UTC,3.9438051925327637,238613159.427332,804029.5950567974
2022-10-01 00:00:00 UTC,3.9058403516920364,236384806.15227106,532363.3372759063
2022-10-02 00:00:00 UTC,3.82322934674293,232958253.2961917,432751.1524380778
2022-10-03 00:00:00 UTC,3.7246610885593934,226457357.23634872,605017.4308858187
2022-10-04 00:00:00 UTC,3.8327421124615952,233148744.99757606,543673.8582091441
2022-10-05 00:00:00 UTC,3.8817707096773932,236769632.3145367,721127.5143610022
2022-10-06 00:00:00 UTC,3.8969807516384996,238128403.39503703,804835.8457889273
2022-10-07 00:00:00 UTC,3.8254321007823906,233765828.09220266,789307.1595346265
2022-10-08 00:00:00 UTC,3.77597660240468,232908512.83118594,636102.373047421
2022-10-09 00:00:00 UTC,3.766378066082815,231069652.39940777,495255.175483681
2022-10-10 00:00:00 UTC,3.7676976226145347,230153362.33412328,459115.15327411826
2022-10-11 00:00:00 UTC,3.5517850857516904,219212072.34293294,654478.5636966737
2022-10-12 00:00:00 UTC,3.3536005467465317,205877811.99764952,1223795.6353602738
2022-10-13 00:00:00 UTC,3.2365982463571146,199317788.48550126,916759.1462148702
2022-10-14 00:00:00 UTC,3.2384354066578305,199678481.77947152,840492.9366833549
2022-10-15 00:00:00 UTC,3.2376751230611505,199853308.12746316,569801.3607326471
2022-10-16 00:00:00 UTC,3.175551466494559,195835574.48228675,646951.8801319529
2022-10-17 00:00:00 UTC,3.22896243758061,200831301.44186136,617738.966550415
2022-10-18 00:00:00 UTC,3.286870506842734,204018633.1725626,656064.310195242
2022-10-19 00:00:00 UTC,3.195333525662146,199143152.6825768,621949.4712482478
2022-10-20 00:00:00 UTC,3.0475571007977487,189254140.9657394,659228.696155948
2022-10-21 00:00:00 UTC,2.958144349029729,184193527.29016292,562362.0500041848
2022-10-22 00:00:00 UTC,3.031899966264705,188617922.12962288,649478.133364428
2022-10-23 00:00:00 UTC,3.028873025074957,188794149.0158474,481184.67294896196
2022-10-24 00:00:00 UTC,3.1191619683298546,193868208.16790286,448880.53376983065
2022-10-25 00:00:00 UTC,3.0418644212330435,190326064.09869212,463939.7396546116
2022-10-26 00:00:00 UTC,3.000026728797102,187691808.6213001,987061.1834596646
2022-10-27 00:00:00 UTC,3.0095302804214707,188055146.05694497,754267.7375996254
2022-10-28 00:00:00 UTC,2.992757869132153,188474522.24607092,839609.9255677932
2022-10-29 00:00:00 UTC,3.2322840615548554,201992786.51425698,1532340.9979438374
2022-10-30 00:00:00 UTC,3.0759813015342616,192656237.9821533,858920.0627540863
2022-10-31 00:00:00 UTC,3.129022427186078,196537879.8730177,563809.0950436447
2022-11-01 00:00:00 UTC,3.079569164095792,192974635.77230087,750735.3170864524
2022-11-02 00:00:00 UTC,2.9931365863670334,188373429.11811754,753018.0346879824
2022-11-03 00:00:00 UTC,2.8236554444495447,177610715.2589818,430991.29227464227
2022-11-04 00:00:00 UTC,2.8685566264632976,180731504.93021855,546423.2548635034
2022-11-05 00:00:00 UTC,3.2508680195892614,204998432.85511917,2510227.650798048
2022-11-06 00:00:00 UTC,3.1617859803231974,199619338.5084004,1061000.7182841222
2022-11-07 00:00:00 UTC,2.982886058484647,188975499.6607126,606470.8539434473
2022-11-08 00:00:00 UTC,2.9282560604655266,185003453.24579936,679244.4117845049
2022-11-09 00:00:00 UTC,2.6416532704868336,167687588.3480223,1454607.8709888915
2022-11-10 00:00:00 UTC,2.115797992133828,134695661.32450226,2021852.4752622645
2022-11-11 00:00:00 UTC,2.567803709556828,162728657.6402672,521165.36968073284
2022-11-12 00:00:00 UTC,2.4876448291335267,158146972.50340274,864189.632508018
2022-11-13 00:00:00 UTC,2.361158598858593,150074409.0886921,587605.7041953177
2022-11-14 00:00:00 UTC,2.198445478312912,139872590.87703162,731695.395696466
2022-11-15 00:00:00 UTC,2.309765649497625,147652668.39289576,1573157.820061985
2022-11-16 00:00:00 UTC,2.3495427983500137,149491591.6066206,828388.6854754983
2022-11-17 00:00:00 UTC,2.2772621539387323,144955665.40066424,1075955.697720618
2022-11-18 00:00:00 UTC,2.165129702807024,138010444.1114254,1515327.2612271665
2022-11-19 00:00:00 UTC,2.143675011800281,136604541.7344637,1168115.578918838
2022-11-20 00:00:00 UTC,2.152273370290956,137267922.47922504,600245.6517265775
2022-11-21 00:00:00 UTC,2.0258650806785155,129531959.16006166,792168.8994800826
2022-11-22 00:00:00 UTC,1.8673742516793874,119340202.68361996,1402953.7935359632
2022-11-23 00:00:00 UTC,1.8909970958534879,121211211.00337753,1796419.704567498
2022-11-24 00:00:00 UTC,1.8551530448285736,118580566.52073218,1054505.7197310599
2022-11-25 00:00:00 UTC,1.8489896009414584,118717745.15966101,1076805.347366419
2022-11-26 00:00:00 UTC,1.8278863065765205,117159096.57187746,598106.90193139
2022-11-27 00:00:00 UTC,1.79474285899663,115070448.56613973,825406.60438065
2022-11-28 00:00:00 UTC,1.7846930479345942,114765526.20617972,714223.8048553745
